title,content
Confusing,"I left Vodafone and got sent final bill reminders. I was sent this two months after I left without being sent it originally. There were 2 emails a day. Both with different amounts. No explanation as to why.I had to call to be told by a very unpleasant agent that this was due to extra charges for overseas calls. Fair enough, but why are you sending this over 2 months after I left Vodafone as a payment reminder 2 times a day with two different amounts (turns out it is somwhow both added up together) without sending the bill before at all.The agent was able to send me a payment link over text message whilst on the phone but said it would take up to 10 days for the payment 'if I had enough money in the bank'. What a condescending way to talk to someone. And why does it take 10 days?Abbhorent."
10/10 service,Marc was very welcoming as soon as I entered the store. Making my purchase was made easy because of his knowledge and patience and I was made to feel like a valued customer. 10/10 service!
Nil coverage in the centre of Dorchester,No coverage in the centre of Dorchester - took me 15 minutes to get enough 4G signal to park in the Acland Road Car Park just enough to use the JUst Park App with a lot of patience  … one bar only showing… finally got there - when is VOD going to fix this ?
Nabiha was very helpful in upgrading my…,Nabiha was very helpful in upgrading my phone and finding the best deal possible. Also helpful in arranging my board and for my new place.
Great service,Drew was very helpful and persevered to help me  get the right plan. Lots of patience and I'm a very happy customer.
Sayfur and jammy,"Sayfur and jammy, dream team very helpful and saved me a lot of money 100% going to recomend friends to come."
Helpful - good service,"Daniel was really helpful, sorted out what I went in to get and made me aware of different deals I could get. Very polite and friendly."
Came into store for an upgrade Josh was…,Came into store for an upgrade Josh was helpful and helped us get an iPhone
John was excellent,John was excellent. Welcoming as soon as I entered and very on the ball and clear with all advice
Ali was a Topman man and very helpful,"Date of experience: August 15, 2024"
